,alpha,gamma,epsilon,eps_decay,episode,steps,episode_time,time,reward
268,0.9,0.9,0.2609670281126685,0.995,269,19,0.0016167999999999738,0.5762664,22.0
269,0.9,0.9,0.25966219297210513,0.995,270,23,0.0018972999999999907,0.5781647,53.0
270,0.9,0.9,0.2583638820072446,0.995,271,11,0.0009260999999999298,0.5790926,19.0
271,0.9,0.9,0.2570720625972084,0.995,272,25,0.0018569000000000502,0.5809502,44.0
272,0.9,0.9,0.25578670228422234,0.995,273,12,0.0008976000000000539,0.5818483,20.0
273,0.9,0.9,0.25450776877280124,0.995,274,15,0.0010445000000000038,0.5828935,25.0
274,0.9,0.9,0.2532352299289372,0.995,275,29,0.002146199999999987,0.5850403,40.0
275,0.9,0.9,0.2519690537792925,0.995,276,16,0.001497100000000029,0.5865382,45.0
276,0.9,0.9,0.2507092085103961,0.995,277,7,0.0005349000000000048,0.5870736,16.0
277,0.9,0.9,0.2494556624678441,0.995,278,30,0.002233400000000052,0.5893076,36.0
278,0.9,0.9,0.24820838415550486,0.995,279,6,0.0004035000000000011,0.5897117,19.0
279,0.9,0.9,0.24696734223472733,0.995,280,24,0.0019871000000000194,0.5916994,28.0
280,0.9,0.9,0.2457325055235537,0.995,281,11,0.0008312000000000319,0.5925314,23.0
281,0.9,0.9,0.24450384299593592,0.995,282,11,0.000889099999999976,0.5934211,20.0
282,0.9,0.9,0.24328132378095624,0.995,283,8,0.0005967000000000056,0.5940182,20.0
283,0.9,0.9,0.24206491716205145,0.995,284,7,0.0005950000000000122,0.5946136,22.0
284,0.9,0.9,0.2408545925762412,0.995,285,42,0.0030330000000000634,0.5976471,48.0
285,0.9,0.9,0.23965031961336,0.995,286,38,0.002738699999999983,0.6003864,34.0
286,0.9,0.9,0.2384520680152932,0.995,287,7,0.0005169999999999897,0.6009039,16.0
287,0.9,0.9,0.23725980767521673,0.995,288,15,0.0011892000000000014,0.6020937,23.0
288,0.9,0.9,0.23607350863684065,0.995,289,17,0.0016804000000000263,0.6037747,26.0
289,0.9,0.9,0.23489314109365644,0.995,290,9,0.0007736999999999883,0.604549,27.0
290,0.9,0.9,0.23371867538818816,0.995,291,37,0.002636599999999989,0.6071862,51.0
291,0.9,0.9,0.23255008201124722,0.995,292,16,0.0012334999999999985,0.6084203,28.0
292,0.9,0.9,0.231387331601191,0.995,293,19,0.0012592999999999632,0.6096802,26.0
293,0.9,0.9,0.23023039494318503,0.995,294,23,0.0015889000000000042,0.6112697,30.0
294,0.9,0.9,0.2290792429684691,0.995,295,9,0.0006099999999999994,0.6118802,19.0
295,0.9,0.9,0.22793384675362674,0.995,296,17,0.0011270999999999365,0.6130079,29.0
